site name,gauge number,owner,lat,lon
Elleker,603001,WA - Department of Water and Environmental Regulation,-35.0069,117.7271
ELLENBRGH D/S BUNNOO,207013,"NSW - Department of Planning, Industry and Environment – Water",-31.479162,152.449584
Ellendale,802004,WA - Department of Water and Environmental Regulation,-17.93847308,124.7960802
Ellendale,503011,WA - Department of Water and Environmental Regulation,-17.93866715,124.7964394
Elliot_R Guthalunga,121002A,"QLD - Department of Regional Development, Manufacturing and Water",-19.93333333,147.8407222
Elliott_R  Elliott,137001A,"QLD - Department of Regional Development, Manufacturing and Water",-24.98665542,152.3797846
Elliott_R Elliott,137001B,"QLD - Department of Regional Development, Manufacturing and Water",-24.98844494,152.3758122
ELLOIT RESEARCH FARM SMALL RURAL CATCHMENT,14218.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-41.075083,145.77519
Elmhurst Storage,ELMHURST,VIC - Grampians Wimmera Mallee Water Corporation (GWMWater),-37.194854,143.251071
elsey Homestead,G9030013.01,"NT - Department of Environment, Parks and Water Security",-14.957598,133.335153
Elsey Station,RN029012,"NT - Department of Environment, Parks and Water Security",-15.271062,133.125562
ELSTER CK-ELSTERNWCK,229660A,VIC - Melbourne Water Corporation (Melbourne Water),-37.8932,145.002
ELTHAM RG,229858A,VIC - Melbourne Water Corporation (Melbourne Water),-37.6932,145.166
Embley_R Kurracoo Ck,924001A,"QLD - Department of Regional Development, Manufacturing and Water",-12.816,142.1759444
EMERALD RG,586033,VIC - Melbourne Water Corporation (Melbourne Water),-37.9506,145.403
Emerald_Ck Dungowa,110004A,"QLD - Department of Regional Development, Manufacturing and Water",-16.99555292,145.4922182
Emerald_Ck Malones,110004B,"QLD - Department of Regional Development, Manufacturing and Water",-16.99389289,145.4852817
Emily C,R0060016,"NT - Department of Environment, Parks and Water Security",-23.694176,133.943872
Emily C US Undoolya,G0060017,"NT - Department of Environment, Parks and Water Security",-23.69109,133.983824
EMU @ CLARKEFIELD,230211,"VIC - Department of Environment, Land, Water and Planning",-37.46623,144.74413
Emu Ck/Leigh Ck,A5100511,SA - Department for Environment and Water,-30.6196,138.3888
EMU RIVER D/S COMPANION,14219.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-41.306236,145.7422
Emu Springs,508021,WA - Department of Water and Environmental Regulation,-27.85209459,114.5430852
Emu Springs,702001,WA - Department of Water and Environmental Regulation,-27.85668494,114.5468919
Emu_Ck  Boat Mt,143010A,"QLD - Department of Regional Development, Manufacturing and Water",-26.98333333,152.2833333
Emu_Ck Boat Mt,143010B,"QLD - Department of Regional Development, Manufacturing and Water",-26.97710556,152.2856583
Emu_Ck Emu Vale,422313B,"QLD - Department of Regional Development, Manufacturing and Water",-28.228888,152.227221
Emu_Ck Emu Vale,422313A,"QLD - Department of Regional Development, Manufacturing and Water",-28.2275,152.2483
Emu_Ck Gillespies,422305A,"QLD - Department of Regional Development, Manufacturing and Water",-28.21916536,152.2775008
Emu_Ck Raeburn,143011A,"QLD - Department of Regional Development, Manufacturing and Water",-27.06416667,152.0044444
Emu_Ck The Saddle,120212A,"QLD - Department of Regional Development, Manufacturing and Water",-20.80083333,148.1636111
End Mundoo Chnl Drv,A4261040,SA - Department for Environment and Water,-35.5461,138.8929
Endeavour_R Flaggy,107001B,"QLD - Department of Regional Development, Manufacturing and Water",-15.42479,145.06586
Endeavour_R Flaggy,107001A,"QLD - Department of Regional Development, Manufacturing and Water",-15.42333333,145.0739722
ENFIELD BC,566020,NSW - Sydney Water Corporation (Sydney Water),-33.9005,151.0879
ENGLANDS WETLAND,A2391101,SA - South Eastern Water Conservation and Drainage Board,-36.578322,139.892183
Enoggera Dam,EVA534,QLD - Brisbane City Council,-27.4454,152.9274
"ENOGGERA DAM,THE GAP",EVE532,QLD - Brisbane City Council,-27.4454,152.9274
"ENOGGERA DAM,THE GAP",EVR533,QLD - Brisbane City Council,-27.4454,152.9274
Enoggera_Ck Bnrft Pk,143932A,"QLD - Department of Regional Development, Manufacturing and Water",-27.445,153.0047222
Eradu,701011,WA - Department of Water and Environmental Regulation,-28.71465455,115.0313616
Ernies Catchment,509249,WA - Department of Water and Environmental Regulation,-33.29212216,116.4451037
Ernies Catchment,612008,WA - Department of Water and Environmental Regulation,-33.29394336,116.4449203
ERRINUNDRA @ ERRINUN,221207,"VIC - Department of Environment, Land, Water and Planning",-37.44703719,148.9152556
ERSKINE @ LORNE,235243,"VIC - Department of Environment, Land, Water and Planning",-38.5110665,143.9279721
ESC FR MULWALA EDW R,409029,"NSW - Department of Planning, Industry and Environment – Water",-35.5645,145.0083
Esk Creek @ Falls Rd,143017A,"QLD - Department of Regional Development, Manufacturing and Water",-27.236008,152.445546
ESPERANCE RIVER AT DOVER WATER SUPPLY INTAKE,7200.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-43.334091,146.96553
Esplanade St.Lucia,BNA856,QLD - Brisbane City Council,-27.50400708,153.0058489
ESSENDON NORTH RG,586182,VIC - Melbourne Water Corporation (Melbourne Water),-37.7242,144.904
Etheridge_R Huonfels,917113A,"QLD - Department of Regional Development, Manufacturing and Water",-18.08233333,143.2716389
Etheridge_R Roseglen,917104A,"QLD - Department of Regional Development, Manufacturing and Water",-18.30641388,143.579025
Etmilyn,509122,WA - Department of Water and Environmental Regulation,-32.72962064,116.1292639
ETTERCON WEIR 1,229136A,VIC - Melbourne Water Corporation (Melbourne Water),-37.57515065,145.5942515
ETTERCON WEIR 2,229137A,VIC - Melbourne Water Corporation (Melbourne Water),-37.57706912,145.5923311
ETTERCON WEIR 4,229139A,VIC - Melbourne Water Corporation (Melbourne Water),-37.57746109,145.6047714
ETTRICK RIVER U/S SOUTHROAD,13200.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-39.991397,143.89739
EUCP,222522,NSW - Snowy Hydro Limited,-35.93944444,148.5727778
EUCUMBENE US NIMMO B,222028,"NSW - Department of Planning, Industry and Environment – Water",-36.18483312,148.6336582
Eudlo_Ck Kiels Mtn,141008A,"QLD - Department of Regional Development, Manufacturing and Water",-26.66189694,153.0185323
EUM C-NARRE WARREN N,228235A,VIC - Melbourne Water Corporation (Melbourne Water),-37.9726,145.31
EUMEMMERING C-DAND S,228203C,VIC - Melbourne Water Corporation (Melbourne Water),-38.0333,145.221
EUMERALLA @ CODRINGT,237206,"VIC - Department of Environment, Land, Water and Planning",-38.25747149,141.9443629
EUMERALLA @ CODRINGT,237206A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.25747149,141.9443629
Eungella Dam,120211A,QLD - SunWater,-21.13809,148.387649
Eungella Dam TW,120215A,QLD - SunWater,-21.131404,148.387844
Euri_Ck Koonandah,121004A,"QLD - Department of Regional Development, Manufacturing and Water",-20.00495278,148.1297028
EUROKA,206458,"NSW - Department of Planning, Industry and Environment – Water",-31.08894986,152.7779043
Eurombah Ck,130376A,"QLD - Department of Regional Development, Manufacturing and Water",-25.90027778,149.4272222
Evans Farm,607028,WA - Department of Water and Environmental Regulation,-34.13655678,116.7964422
Evelyn Flats,809331,WA - Department of Water and Environmental Regulation,-16.54578959,128.5309766
Evolution Dam HW,136022A,"QLD - Department of Regional Development, Manufacturing and Water",-25.23593634,151.7986008
EW0902 @ LMWQCC,EW0902,ACT - Icon Water Limited,-35.24575,148.9781111
Ewlyamartup,6090057,WA - Department of Water and Environmental Regulation,-33.69808534,117.7372598
Experimental Catchmt,617600,WA - Department of Water and Environmental Regulation,-30.5607008,116.1522961
Experimental Catchmt,508001,WA - Department of Water and Environmental Regulation,-30.56057509,116.152391
Eyre Ck/Watervale,A5060501,SA - Department for Environment and Water,-33.9547,138.649
Eyre Creek at Auburn,A5060502,SA - Department for Environment and Water,-34.0063,138.6789
Eyre Creek Pluviometer at Watervale,A5061009,SA - Department for Environment and Water,-33.9553,138.6504
Eyre_Ck Glengyle,001101A,"QLD - Department of Regional Development, Manufacturing and Water",-24.7838895,139.5902815
EZARDS MILL,586026,VIC - Melbourne Water Corporation (Melbourne Water),-37.7874,145.895
F. Haigh Dam Release,135012A,"QLD - Department of Regional Development, Manufacturing and Water",-24.87100213,151.8514762
F/TAINDALE @ BURNSID,214007,"NSW - Department of Planning, Industry and Environment – Water",-34.6448,150.7985
Fairbairn Dam,130216A,QLD - SunWater,-23.65246,148.07425
Fairbairn Outlet Ch,130228A,QLD - SunWater,-23.649433,148.071971
Fairfield,509195,WA - Department of Water and Environmental Regulation,-33.74331061,121.2574796
Fairfield,601004,WA - Department of Water and Environmental Regulation,-33.74329934,121.256681
FAIRFIELD STP,567077,NSW - Sydney Water Corporation (Sydney Water),-33.8807,150.9504
FAIRVIEW DN CLOTHIER,A2390566,SA - South Eastern Water Conservation and Drainage Board,-36.792,140.4115
FAIRVIEW DRN @ PITTS,A2390565,SA - South Eastern Water Conservation and Drainage Board,-36.7244,140.3427
FAIRVIEW DRN PLUVIO,A2390567,SA - South Eastern Water Conservation and Drainage Board,-36.736486,140.357538
FAIRVIEW DRN/KEILIRA,A2390564,SA - South Eastern Water Conservation and Drainage Board,-36.70412,140.158
FAIRVIEW DRN/KEILIRA,A2390569,SA - South Eastern Water Conservation and Drainage Board,-36.704192,140.15762
FALBROOK US GLENNIES,210123,"NSW - Department of Planning, Industry and Environment – Water",-32.2872,151.2669
Falcon Road,509198,WA - Department of Water and Environmental Regulation,-33.4085346,115.9706826
Falcon Road,612012,WA - Department of Water and Environmental Regulation,-33.4085365,115.9706795
Falls Farm,510055,WA - Department of Water and Environmental Regulation,-32.79202451,117.2150866
Falls Farm,614008,WA - Department of Water and Environmental Regulation,-32.79202414,117.2153002
FALSWIM-01-18 D,61470363,WA - Department of Water and Environmental Regulation,-32.52944001,115.6987933
FALSWIM-01-18 S,61470362,WA - Department of Water and Environmental Regulation,-32.52944001,115.6987933
FALSWIM-02-18 D,61470365,WA - Department of Water and Environmental Regulation,-32.55126339,115.6839156
FALSWIM-02-18 S,61470364,WA - Department of Water and Environmental Regulation,-32.55126339,115.6839156
FALSWIM-03-18 S,61470366,WA - Department of Water and Environmental Regulation,-32.55800131,115.6903899
FALSWIM-04-18 S,61470368,WA - Department of Water and Environmental Regulation,-32.56071723,115.6958539
FALSWIM-05-18 D,61470371,WA - Department of Water and Environmental Regulation,-32.58619529,115.6468265
FALSWIM-06-18 S,61470372,WA - Department of Water and Environmental Regulation,-32.59082342,115.6563238
FALSWIM-07-18 S,61470374,WA - Department of Water and Environmental Regulation,-32.59586028,115.6630147
Fanning_R Fanning R,120119A,"QLD - Department of Regional Development, Manufacturing and Water",-19.71484,146.43917
Fanning_R Macrossan,120103A,"QLD - Department of Regional Development, Manufacturing and Water",-19.97373,146.44861
FARMERS @ MT WALKER,212042,"NSW - Department of Planning, Industry and Environment – Water",-33.4962,150.0984
FARMERS @ MT WALKER,2122516,"NSW - Department of Planning, Industry and Environment – Water",-33.497674,150.098527
FARMERS U/S STP,2122510,"NSW - Department of Planning, Industry and Environment – Water",-33.478058,150.137707
Farrer Pluvio,570817,ACT - Icon Water Limited,-35.37594942,149.1006409
Farrer Pluvio,570801,"ACT - Environment, Planning and Sustainable Development Directorate",-35.38144444,149.1133056
Farrer Pluvio,570817,"ACT - Environment, Planning and Sustainable Development Directorate",-35.37594942,149.1006409
Farrer Pluvio,570801,ACT - Icon Water Limited,-35.38144444,149.1133056
FEDERAL CREEK,19223.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-41.325115,147.747545
FELLMONGERS C AT RES,233272A,VIC - Central Highlands Water,-37.54817112,143.9331475
Fellmongers Ck,233274,"VIC - Department of Environment, Land, Water and Planning",-37.536376,143.939334
Fence Rd At Site 1,609044,WA - Department of Water and Environmental Regulation,-33.1897,117.9129
Fenton C,G8140169,"NT - Department of Environment, Parks and Water Security",-13.626501,131.326022
Fergusson River - Railway Bridge,G8140008,"NT - Department of Environment, Parks and Water Security",-14.070876,131.977354
Fergusson River - U/S Bondi Crk,G8140157,"NT - Department of Environment, Parks and Water Security",-14.283463,131.874956
Fermoys,610052,WA - Department of Water and Environmental Regulation,-33.78351749,115.0466114
Fernbrook,509541,WA - Department of Water and Environmental Regulation,-33.27193223,115.9867822
Ficks Crossing,136212A,"QLD - Department of Regional Development, Manufacturing and Water",-26.25207197,151.8927245
Field River u/s Mouth,A5031010.1,SA - Hills and Fleurieu Landscape Board,-35.08802108,138.4952876
FIERY @ STREATHAM,236204,"VIC - Department of Environment, Land, Water and Planning",-37.68052,143.0657
Fifteen Mile Creek,143208A,"QLD - Department of Regional Development, Manufacturing and Water",-27.45861111,152.0994444
FIGTREE BC,568181,NSW - Sydney Water Corporation (Sydney Water),-34.4363,150.8646
Finke R 3 Mile WH,G0050010,"NT - Department of Environment, Parks and Water Security",-24.51382,133.221592
Finke R Main WH,G0055140,"NT - Department of Environment, Parks and Water Security",-24.930017,133.557385
Finke R Railway Bg,G0050140,"NT - Department of Environment, Parks and Water Security",-24.929423,133.64014
Finke R S Xng,G0050116,"NT - Department of Environment, Parks and Water Security",-24.551811,133.239983
Finke R. Big Salty,G0050012,"NT - Department of Environment, Parks and Water Security",-24.575922,133.297456
Finke Running Water,G0055022,"NT - Department of Environment, Parks and Water Security",-24.308669,132.902358
FINLEY ESC @ OUTFALL,409077,"NSW - Department of Planning, Industry and Environment – Water",-35.3496,145.5185
Finniss Ds BraesideR,A4261136,SA - Murraylands and Riverland Landscape Board,-35.3508,138.7809
Finniss Ds BraesideR,A4261136,SA - Department of Primary Industries and Regions (SA),-35.3508,138.7809
Finniss R DS Cockle Train Railway Crossing,A4261208,SA - Department for Environment and Water,-35.39127,138.812774
Finniss R/Ford Rd,A4261075,SA - Murraylands and Riverland Landscape Board,-35.3135,138.7741
Finniss River - Batchelor Dam Site,G8150010,"NT - Department of Environment, Parks and Water Security",-13.024295,130.951249
Finniss River Inlet,A4261050,SA - Department for Environment and Water,-35.39738033,138.8241689
Finniss/Braeside Rd,A4261076,SA - Murraylands and Riverland Landscape Board,-35.3505,138.7774
Firewood Road,509154,WA - Department of Water and Environmental Regulation,-31.92988986,116.2170307
FIRST CREEK @ d/s Botanic Gardens,A5040578.1,SA - Hills and Fleurieu Landscape Board,-34.91551907,138.6062722
First Creek Catchment at Mount Lofty,A5040552,SA - Department for Environment and Water,-34.978225,138.708736
Fish Pool,505024,WA - Department of Water and Environmental Regulation,-21.65311706,117.3332791
Fish Pool,708009,WA - Department of Water and Environmental Regulation,-21.65785832,117.3342952
FISHER CANAL - B/L LAKE MACKENZIE,630.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-41.68038889,146.3826944
FISHER FOREBAY - AT SHAFT,672.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-41.663944,146.3273611
FISHER RIVER - U/S L.MACKENZIE,16201.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-41.69755556,146.3968333
Fisher_Ck Nerada,112002A,"QLD - Department of Regional Development, Manufacturing and Water",-17.56531666,145.9062167
Fisheries Rd,601009,WA - Department of Water and Environmental Regulation,-33.74216945,121.9876685
Fishermans Pocket,138007A,"QLD - Department of Regional Development, Manufacturing and Water",-26.16946476,152.6008013
Fishermans Rd,509014,WA - Department of Water and Environmental Regulation,-34.91930731,118.2013986
Fishermans Road,602188,WA - Department of Water and Environmental Regulation,-34.91930731,118.2013986
FISHERS GHS BRADBURY,213006,"NSW - Department of Planning, Industry and Environment – Water",-34.07515,150.81025
Fishy Pool,506003,WA - Department of Water and Environmental Regulation,-24.94428552,114.6449845
Fishy Pool,704193,WA - Department of Water and Environmental Regulation,-24.94382134,114.640404
FISKVILLE RG,587041,VIC - Melbourne Water Corporation (Melbourne Water),-37.6792,144.22
FITZROY @ HEYWOOD,237202,"VIC - Department of Environment, Land, Water and Planning",-38.12590416,141.619984
FITZROY @ HEYWOOD,237202B,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.12583611,141.6198667
Fitzroy at W'bank,130002B,QLD - SunWater,-23.09766,150.139123
Fitzroy BarrageRd029,802003,WA - Department of Water and Environmental Regulation,-18.18645787,124.4930999
Fitzroy Crossing,802055,WA - Department of Water and Environmental Regulation,-18.21033971,125.5794403
Fitzroy Falls,215235.1,NSW - Water NSW,-34.6424245,150.4984335
Fitzroy Falls,215235.6,NSW - Water NSW,-34.6424245,150.4984335
Fitzroy Falls,215235.3,NSW - Water NSW,-34.6424245,150.4984335
FITZROY FALLS,215234,"NSW - Department of Planning, Industry and Environment – Water",-34.64642328,150.4846086
Fitzroy Falls Dam,215235,"NSW - Department of Planning, Industry and Environment – Water",-34.64510627,150.48719
Fitzroy_R  Yaamba,130001C,"QLD - Department of Regional Development, Manufacturing and Water",-23.14749653,150.3675054
Fitzroy_R  Yaamba,130001A,"QLD - Department of Regional Development, Manufacturing and Water",-23.14591944,150.3685861
Fitzroy_R Mc Murdos,130001B,"QLD - Department of Regional Development, Manufacturing and Water",-23.13999931,150.3000014
Fitzroy_R Riverslea,130003B,"QLD - Department of Regional Development, Manufacturing and Water",-23.57636111,149.9378333
Fitzroy_R Riverslea,130003A,"QLD - Department of Regional Development, Manufacturing and Water",-23.57083333,149.9386086
Fitzroy_R Riverslea,130003C,"QLD - Department of Regional Development, Manufacturing and Water",-23.57636111,149.9378333
Fitzroy_R The Gap,130005A,"QLD - Department of Regional Development, Manufacturing and Water",-23.08897222,150.1071389
Fitzroy_R Wattlebank,130002B,"QLD - Department of Regional Development, Manufacturing and Water",-23.10022072,150.136743
Fitzroy_R Wattlebank,130002A,"QLD - Department of Regional Development, Manufacturing and Water",-23.10416458,150.1372252
Fitzroy_R Weir Site,130007A,"QLD - Department of Regional Development, Manufacturing and Water",-23.03805436,150.0513854
FIVE MILE CK @ WTP,406266,"VIC - Department of Environment, Land, Water and Planning",-37.33775,144.51149
FIVE MILE CK WALLAN,406268,"VIC - Department of Environment, Land, Water and Planning",-37.35582169,144.5397243
FLAGGY @ MYRTLEFORD,402217,"VIC - Department of Environment, Land, Water and Planning",-36.38546904,146.8769391
Flaggy_Ck Mona Mona,110009A,"QLD - Department of Regional Development, Manufacturing and Water",-16.73500222,145.5127783
Flaggy_Ck Yards,110011B,"QLD - Department of Regional Development, Manufacturing and Water",-16.780107,145.53026
Flagstone_C B-Z Rd,143233A,"QLD - Department of Regional Development, Manufacturing and Water",-27.6047,152.1327
Flagstone_Ck Windolf,143214A,"QLD - Department of Regional Development, Manufacturing and Water",-27.61555556,152.1133333
Flat Rocks,708001,WA - Department of Water and Environmental Regulation,-22.72156896,118.9730276
Flat Rocks,505011,WA - Department of Water and Environmental Regulation,-22.7172902,118.9721778
Flat Valley,505003,WA - Department of Water and Environmental Regulation,-22.13396094,117.1182849
Flax Mill,609059,WA - Department of Water and Environmental Regulation,-33.83534626,116.4011107
Fletcher_Ck Main Rd,120108A,"QLD - Department of Regional Development, Manufacturing and Water",-19.81568,146.05306
Fletcher_Weir HW,130370A,"QLD - Department of Regional Development, Manufacturing and Water",-23.76302778,150.3693611
Fletchervale,120108B,"QLD - Department of Regional Development, Manufacturing and Water",-19.80513,145.8564
Fletchervale,120108C,"QLD - Department of Regional Development, Manufacturing and Water",-19.80513,145.8564
Flinders_R Etta Plns,915012A,"QLD - Department of Regional Development, Manufacturing and Water",-19.740502,141.265305
Flinders_R Glendower,915015A,"QLD - Department of Regional Development, Manufacturing and Water",-20.75678,144.48145
Flinders_R Glendower,915013A,"QLD - Department of Regional Development, Manufacturing and Water",-20.710491,144.526775
Flinders_R Hughenden,915004A,"QLD - Department of Regional Development, Manufacturing and Water",-20.83222222,144.1841667
Flinders_R Richmond,915008A,"QLD - Department of Regional Development, Manufacturing and Water",-20.697994,143.133766
Flora River - U/S Kathleen Falls,G8140044,"NT - Department of Environment, Parks and Water Security",-14.789082,131.567024
Flora River - U/S Stoney Crk,G8140205,"NT - Department of Environment, Parks and Water Security",-14.688174,131.674575
Floraville,913007A,"QLD - Department of Regional Development, Manufacturing and Water",-18.2571,139.8828
Floraville HS,913007B,"QLD - Department of Regional Development, Manufacturing and Water",-18.23299062,139.8786758
FLORENTINE RIVER - A/B DERWENT RIVER,40.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-42.43913889,146.5164444
FLORENTINE RIVER - AT  ELEVEN ROAD BRIDGE,1369.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-42.64347222,146.4398333
FLORENTINE VALLEY - NEAR SALVATION CK,309.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-42.77222222,146.3911111
FLOWERDALE RIVER AT MOORLEAH,14215.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-40.967823,145.6096
Fly Flat No 1 (K18),80110057,WA - Department of Water and Environmental Regulation,-18.14916832,122.5344186
Fly Flat No 2 (K19),80110058,WA - Department of Water and Environmental Regulation,-18.12778659,122.5614119
FLYERS CK @ BENEREE,412080,"NSW - Department of Planning, Industry and Environment – Water",-33.5111,149.0415
Flying Fox Hole,809340,WA - Department of Water and Environmental Regulation,-15.83493668,128.6045796
FLYING FOX NO.3 CK,2122112,"NSW - Department of Planning, Industry and Environment – Water",-34.459811,150.742569
Flynns Gr,R0060003,"NT - Department of Environment, Parks and Water Security",-23.699389,133.819055
FMIT NE DR BRUCES BD,414702,"VIC - Department of Environment, Land, Water and Planning",-34.21067898,142.2200108
Folly Road (PMD),614096,WA - Department of Water and Environmental Regulation,-32.32722467,115.8283721
FOOTSCRAY RG,587024,VIC - Melbourne Water Corporation (Melbourne Water),-37.7927,144.896
FORBES @ BIRDWOOD,207006,"NSW - Department of Planning, Industry and Environment – Water",-31.382873,152.33418
Forbes Road,124005A,"QLD - Department of Regional Development, Manufacturing and Water",-20.72313889,148.5958611
FORD @ GLENAIRE,235229,"VIC - Department of Environment, Land, Water and Planning",-38.755,143.4316667
FORD CK @ MANSFIELD,405245,"VIC - Department of Environment, Land, Water and Planning",-37.03831708,146.0535892
FOREST @ OFFTAKE,41010309,"NSW - Department of Planning, Industry and Environment – Water",-35.324,145.294
FOREST CK @ BLUEGATE,410154,"NSW - Department of Planning, Industry and Environment – Water",-35.0889,144.2282
FOREST CK KIRRIBIRRI,410153,"NSW - Department of Planning, Industry and Environment – Water",-35.1251,144.6154
Forest Grove,609023,WA - Department of Water and Environmental Regulation,-34.08344092,115.1532228
FOREST WARRISTONWEIR,410148,"NSW - Department of Planning, Industry and Environment – Water",-35.3386,145.1206
Forrest Highway,613036,WA - Department of Water and Environmental Regulation,-32.81935396,115.7389017
Fort Hill Wharf,G8150029,"NT - Department of Environment, Parks and Water Security",-12.471801,130.845808
Fortescue DW05,614055,WA - Department of Water and Environmental Regulation,-32.74841547,116.0434538
Fortescue Dw05,509443,WA - Department of Water and Environmental Regulation,-32.74841873,116.0438807
FORTH RIVER - A/B LEMONTHYME,450.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-41.61080556,146.1312222
FORTH RIVER - B/L WILMOT RIVER,665.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-41.271,146.2537222
FOSSICKERS FLAT,215207,"NSW - Department of Planning, Industry and Environment – Water",-34.81921893,150.1821299
Fossil Downs,802054,WA - Department of Water and Environmental Regulation,-18.16748282,125.8007166
FOSTER @ DAM,227238,"VIC - Department of Environment, Land, Water and Planning",-38.48333333,145.705
FOSTER CK KORUMBURRA,227270,"VIC - Department of Environment, Land, Water and Planning",-38.43219544,145.7926083
FOUNTAIN GATE RG,228822A,VIC - Melbourne Water Corporation (Melbourne Water),-38.0236,145.31
FOUR MILE CREEK U/S COMALCO DAM,18215.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-41.126607,146.8917
Frank Sleeman Pk,ZVA851,QLD - Brisbane City Council,-27.361689,153.057626
Frank Sleeman Pk,ZVR850,QLD - Brisbane City Council,-27.361689,153.057626
FRANKLIN @ HENWOODS,227203,"VIC - Department of Environment, Land, Water and Planning",-38.6186,146.2703
FRANKLIN @ TOORA,227237,"VIC - Department of Environment, Land, Water and Planning",-38.62956287,146.3080486
FRANKLIN AT FINCHAM - AT MT FINCHAM TRACK,145.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-42.24172222,145.7679722
Franklin Rd,509556,WA - Department of Water and Environmental Regulation,-31.73899905,115.8307089
FRANKLIN RIVULET U/S TIDAL LIMIT,17201.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-41.262914,146.60973
FRANKSTON MR WH142,228267A,VIC - Melbourne Water Corporation (Melbourne Water),-38.1739,145.129
FRANKSTON RES RG,228819A,VIC - Melbourne Water Corporation (Melbourne Water),-38.1721,145.131
FRAWLEY CK WILSON RS,232223,"VIC - Department of Environment, Land, Water and Planning",-37.50493,144.01227
FRAWLEY CK WILSON RS,232223A,VIC - Central Highlands Water,-37.50493,144.01227
FRAZERS @ GLENORCHY,416069,"NSW - Department of Planning, Industry and Environment – Water",-29.5115,151.1777
FRAZERS @ WESTHOLME,416021,"NSW - Department of Planning, Industry and Environment – Water",-29.35319,151.09448
Fred Haigh Dam,135009A,QLD - SunWater,-24.87195,151.84938
Fred Haigh Dam TW,135012A,QLD - SunWater,-24.87115,151.85268
Frederick St/Glenelg,A5040561,SA - Department for Environment and Water,-34.9849,138.5298
FREESTONE CREEK,225218B,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-37.8101256,147.0950473
FREESTONE CREEK,225218,"VIC - Department of Environment, Land, Water and Planning",-37.8101256,147.0950473
Fremantle Road,616095,WA - Department of Water and Environmental Regulation,-32.06724726,115.9727465
Frenches,615013,WA - Department of Water and Environmental Regulation,-31.55876228,116.6558083
Frenches,510042,WA - Department of Water and Environmental Regulation,-31.55635357,116.6554753
Frenchman Ck/Old Reg,A4260635,SA - Department for Environment and Water,-34.05855156,141.335721
Frenchman/Inlet Reg,A4260500,SA - Department for Environment and Water,-34.14187419,141.5197906
Freshwater,110101B,"QLD - Department of Regional Development, Manufacturing and Water",-16.941945,145.6955602
Freshwater,110101A,"QLD - Department of Regional Development, Manufacturing and Water",-16.941945,145.6955602
FRIESLICH DAM,12002,"NSW - Department of Planning, Industry and Environment – Water",-31.06611832,141.6689815
Frog Hollow,809312,WA - Department of Water and Environmental Regulation,-17.27834924,128.0566902
Frog Hollow,502014,WA - Department of Water and Environmental Regulation,-17.27872275,128.0570349
Frys Valley,613212,WA - Department of Water and Environmental Regulation,-33.10899229,115.9066693
FULLERTON COVE BUOY,210149,"NSW - Department of Planning, Industry and Environment – Water",-32.85583,151.7847222
Funnel Ck_Colston Pk,130405A,"QLD - Department of Regional Development, Manufacturing and Water",-21.56222072,149.0974965
Funnel Ck_Main Rd,130406A,"QLD - Department of Regional Development, Manufacturing and Water",-21.77681,148.92682
Fur Faros Orchard,509181,WA - Department of Water and Environmental Regulation,-31.94961963,116.0748064
Furfaros Orchard,616014,WA - Department of Water and Environmental Regulation,-31.95211152,116.0750777
FYANS @ BELLFIELD,415214,"VIC - Department of Environment, Land, Water and Planning",-37.16961,142.54215
FYANS @ FYANS,415250,"VIC - Department of Environment, Land, Water and Planning",-37.10753,142.55935
FYANS @ GRAMPIANS,415217,"VIC - Department of Environment, Land, Water and Planning",-37.250863,142.535748
Fyans Creek at Fyans Creek,415250,VIC - Grampians Wimmera Mallee Water Corporation (GWMWater),-37.10723,142.55729
G'derra U/S Charn rd,410750,ACT - Icon Water Limited,-35.20466667,149.0123611
G'derra U/S Charn rd,410750,"ACT - Environment, Planning and Sustainable Development Directorate",-35.20466667,149.0123611
Gagarra St.,BMR836,QLD - Brisbane City Council,-27.583147,153.089181
Gainsford,120122A,"QLD - Department of Regional Development, Manufacturing and Water",-19.812,146.02435
GAIRDNER LAKE - AT DAM,613.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-41.47230556,146.0731111
Gairdners Xing,615015,WA - Department of Water and Environmental Regulation,-31.65785939,117.7403569
